year,month,city,district,price_riyals,area_m2,no_deals,status,realstate_cls,realstate_type
2018,مارس,الرياض,حي/الحمراء,18244803,7189.855,12,معتمدة,,
2018,ابريل,الرياض,حي/الحمراء,14069005,6021.157999999999,12,معتمدة,,
2018,مايو,الرياض,حي/الحمراء,21975915,17110.14,17,معتمدة,,
2018,يونيو,الرياض,حي/الحمراء,13970336,4161.91,8,معتمدة,,
2018,يوليو,الرياض,حي/الحمراء,17049716,6947.1900000000005,12,معتمدة,,
2018,اوغسطس,الرياض,حي/الحمراء,6590000,7474.5,8,معتمدة,,
2018,سبتمبر,الرياض,حي/الحمراء,16739043,7613.1567,11,معتمدة,,
2018,اكتوبر,الرياض,حي/الحمراء,29421870,11536.83,16,معتمدة,,
2018,نوفمبر,الرياض,حي/الحمراء,19771524,6916.76,13,معتمدة,,
2018,ديسمبر,الرياض,حي/الحمراء,17623382,14042.04,15,معتمدة,,
2018,سبتمبر,الرياض,حي/الحنو,0,0.0,0,معتمدة,,
2018,يناير,الرياض,حي/الخالدية,2300000,2354.12,4,معتمدة,,
2018,فبراير,الرياض,حي/الخالدية,1570000,637.5,2,معتمدة,,
2018,مارس,الرياض,حي/الخالدية,2600000,2240.15,9,معتمدة,,
2018,ابريل,الرياض,حي/الخالدية,420000,841.0,2,معتمدة,,
2018,مايو,الرياض,حي/الخالدية,1080000,536.48,2,معتمدة,,
2018,يونيو,الرياض,حي/الخالدية,550000,370.75,2,معتمدة,,
2018,يوليو,الرياض,حي/الخالدية,8347600,4291.38,4,معتمدة,,
2018,اوغسطس,الرياض,حي/الخالدية,650000,176.28,1,معتمدة,,
2018,سبتمبر,الرياض,حي/الخالدية,0,0.0,0,معتمدة,,
2018,اكتوبر,الرياض,حي/الخالدية,1352500,456.55,3,معتمدة,,
2018,نوفمبر,الرياض,حي/الخالدية,4380000,1076.12,2,معتمدة,,
2018,ديسمبر,الرياض,حي/الخالدية,1500000,1308.4497,7,معتمدة,,
2018,يناير,الرياض,حي/الخزامى,49255850,9079.42,5,معتمدة,,
2018,فبراير,الرياض,حي/الخزامى,8670000,2166.75,3,معتمدة,,
